id,team_id,regulation,name,item,ability,tera_type,hp_evs,atk_evs,def_evs,spatk_evs,spdef_evs,spe_evs,nature,move_1,move_2,move_3,move_4
368,62,Regulation Set B,Flutter Mane,Choice Specs,Protosynthesis,Fairy,20,0,84,196,4,204,Modest,Moonblast,Dazzling Gleam,Shadow Ball,Power Gem
369,62,Regulation Set B,Kingambit,Assault Vest,Defiant,Fire,252,196,4,0,52,4,Adamant,Kowtow Cleave,Sucker Punch,Iron Head,Tera Blast
370,62,Regulation Set B,Dragonite,Lum Berry,Multiscale,Flying,180,252,4,0,4,68,Adamant,Tera Blast,Ice Spinner,Extreme Speed,Protect
371,62,Regulation Set B,Great Tusk,Choice Scarf,Protosynthesis,Steel,0,252,0,0,4,252,Jolly,Headlong Rush,Earthquake,Close Combat,Rock Slide
372,63,Regulation Set B,Flutter Mane,Choice Specs,Protosynthesis,Grass,84,0,100,116,4,204,Modest,Moonblast,Shadow Ball,Dazzling Gleam,Energy Ball
373,63,Regulation Set B,Kingambit,Assault Vest,Defiant,Flying,220,220,4,0,60,4,Adamant,Iron Head,Assurance,Low Kick,Sucker Punch
374,63,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Ghost,0,0,0,252,4,252,Timid,Freeze-Dry,Icy Wind,Hydro Pump,Protect
375,63,Regulation Set B,Arcanine,Sitrus Berry,Intimidate,Water,116,44,44,0,108,196,Jolly,Flare Blitz,Snarl,Will-O-Wisp,Protect
376,63,Regulation Set B,Great Tusk,Focus Sash,Protosynthesis,Ground,4,252,0,0,0,252,Jolly,Headlong Rush,Close Combat,Earthquake,Protect
377,63,Regulation Set B,Corviknight,Safety Goggles,Mirror Armor,Dragon,148,108,124,0,68,60,Careful,Brave Bird,Bulk Up,Roost,Tailwind
378,64,Regulation Set B,Iron Jugulis,Booster Energy,Quark Drive,Steel,252,0,4,4,132,116,Timid,Protect,Air Slash,Snarl,Tailwind
379,64,Regulation Set B,Great Tusk,Life Orb,Protosynthesis,Ground,0,252,0,0,4,252,Jolly,Protect,Headlong Rush,Close Combat,Earthquake
380,64,Regulation Set B,Iron Bundle,Focus Sash,Quark Drive,Flying,0,0,0,252,4,252,Timid,Protect,Icy Wind,Encore,Freeze-Dry
381,64,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,100,156,0,0,252,0,Adamant,Fake Out,Close Combat,Wild Charge,Drain Punch
382,64,Regulation Set B,Gholdengo,Choice Specs,Good as Gold,Steel,244,0,36,132,4,92,Modest,Make It Rain,Shadow Ball,Power Gem,Trick
383,64,Regulation Set B,Gothitelle,Leftovers,Shadow Tag,Steel,252,0,124,0,132,0,Calm,Charm,Psychic,Trick Room,Protect
384,65,Regulation Set B,Indeedee-F,Psychic Seed,Psychic Surge,Grass,252,0,252,0,4,0,Relaxed,Dazzling Gleam,Helping Hand,Follow Me,Trick Room
385,65,Regulation Set B,Armarouge,Twisted Spoon,Flash Fire,Dark,228,0,76,148,52,0,Quiet,Expanding Force,Armor Cannon,Wide Guard,Trick Room
386,65,Regulation Set B,Torkoal,Charcoal,Drought,Fire,252,0,12,244,0,0,Quiet,Eruption,Flamethrower,Earth Power,Clear Smog
387,65,Regulation Set B,Hatterene,Life Orb,Magic Bounce,Fire,212,0,68,196,28,0,Quiet,Psychic,Dazzling Gleam,Mystical Fire,Trick Room
388,65,Regulation Set B,Kingambit,Safety Goggles,Defiant,Dark,252,196,20,0,36,0,Brave,Kowtow Cleave,Iron Head,Sucker Punch,Swords Dance
389,65,Regulation Set B,Annihilape,Choice Scarf,Defiant,Grass,252,4,0,0,0,252,Jolly,Final Gambit,Close Combat,Shadow Claw,U-turn
390,66,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,140,76,4,0,252,36,Adamant,Fake Out,Close Combat,Wild Charge,Volt Switch
391,66,Regulation Set B,Amoonguss,Sitrus Berry,Regenerator,Steel,244,0,108,0,156,0,Calm,Spore,Rage Powder,Pollen Puff,Protect
392,66,Regulation Set B,Pelipper,Focus Sash,Drizzle,Flying,4,0,0,252,0,252,Modest,Hurricane,Hydro Pump,Tailwind,Protect
393,66,Regulation Set B,Palafin,Mystic Water,Zero to Hero,Water,252,252,4,0,0,0,Adamant,Jet Punch,Wave Crash,Haze,Protect
394,66,Regulation Set B,Baxcalibur,Dragon Fang,Thermal Exchange,Poison,84,252,4,0,108,60,Adamant,Glaive Rush,Ice Shard,Icicle Crash,Protect
395,66,Regulation Set B,Dragonite,Lum Berry,Multiscale,Flying,252,204,20,0,4,28,Adamant,Extreme Speed,Tera Blast,Ice Spinner,Protect
396,67,Regulation Set B,Abomasnow,Focus Sash,Snow Warning,Ghost,204,0,20,252,4,28,Modest,Protect,Blizzard,Energy Ball,Icy Wind
397,67,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Water,140,0,4,172,68,124,Timid,Protect,Blizzard,Hydro Pump,Aurora Veil
398,67,Regulation Set B,Palafin,Sitrus Berry,Zero to Hero,Grass,252,4,116,0,100,36,Careful,Protect,Jet Punch,Wave Crash,Haze
399,67,Regulation Set B,Flutter Mane,Choice Specs,Protosynthesis,Fairy,228,0,84,36,4,156,Modest,Shadow Ball,Moonblast,Power Gem,Dazzling Gleam
400,67,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,124,156,52,0,172,4,Adamant,Fake Out,Thunder Punch,Drain Punch,Heavy Slam
401,67,Regulation Set B,Garganacl,Leftovers,Purifying Salt,Water,252,0,76,0,180,0,Impish,Protect,Salt Cure,Recover,Wide Guard
402,68,Regulation Set B,Annihilape,Leftovers,Defiant,Steel,252,36,12,0,188,20,Adamant,Drain Punch,Rage Fist,Bulk Up,Protect
403,68,Regulation Set B,Maushold-Four,Sitrus Berry,Friend Guard,Flying,244,0,44,0,196,20,Calm,Beat Up,Follow Me,Taunt,Protect
404,68,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Ice,204,0,4,4,44,252,Timid,Hydro Pump,Freeze-Dry,Icy Wind,Protect
405,68,Regulation Set B,Flutter Mane,Choice Specs,Protosynthesis,Fairy,4,0,4,244,4,252,Timid,Moonblast,Dazzling Gleam,Shadow Ball,Power Gem
406,68,Regulation Set B,Dondozo,Covert Cloak,Unaware,Steel,204,20,36,0,244,4,Adamant,Wave Crash,Body Press,Yawn,Protect
407,68,Regulation Set B,Great Tusk,Focus Sash,Protosynthesis,Ground,4,252,0,0,0,252,Jolly,Headlong Rush,Close Combat,Ice Spinner,Protect
408,69,Regulation Set B,Dragonite,Choice Band,Inner Focus,Normal,4,252,0,0,0,252,Adamant,Brick Break,Ice Spinner,Extreme Speed,Outrage
409,69,Regulation Set B,Volcarona,Sitrus Berry,Flame Body,Grass,244,0,132,4,12,116,Modest,Quiver Dance,Heat Wave,Giga Drain,Protect
410,69,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Electric,252,252,0,0,0,0,Adamant,Fake Out,Drain Punch,Wild Charge,Volt Switch
411,69,Regulation Set B,Amoonguss,Rocky Helmet,Regenerator,Dark,252,0,156,0,100,0,Relaxed,Rage Powder,Spore,Clear Smog,Pollen Puff
412,69,Regulation Set B,Iron Bundle,Focus Sash,Quark Drive,Water,0,0,0,252,4,252,Timid,Protect,Freeze-Dry,Hydro Pump,Icy Wind
413,69,Regulation Set B,Sableye,Light Clay,Prankster,Ghost,252,0,108,0,148,0,Careful,Encore,Disable,Light Screen,Reflect
414,70,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Ice,0,0,0,252,4,252,Timid,Freeze-Dry,Hydro Pump,Icy Wind,Protect
415,70,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,12,156,92,0,236,12,Adamant,Drain Punch,Thunder Punch,Volt Switch,Fake Out
416,70,Regulation Set B,Flutter Mane,Focus Sash,Protosynthesis,Fairy,4,0,0,252,0,252,Timid,Moonblast,Shadow Ball,Perish Song,Protect
417,70,Regulation Set B,Baxcalibur,Loaded Dice,Thermal Exchange,Water,180,204,20,0,4,100,Adamant,Glaive Rush,Icicle Spear,Ice Shard,Protect
418,70,Regulation Set B,Arcanine,Sitrus Berry,Intimidate,Dark,244,20,4,0,44,196,Jolly,Flare Blitz,Snarl,Will-O-Wisp,Protect
419,70,Regulation Set B,Garganacl,Leftovers,Purifying Salt,Ghost,244,0,12,0,252,0,Relaxed,Salt Cure,Recover,Wide Guard,Protect
420,71,Regulation Set B,Baxcalibur,Loaded Dice,Thermal Exchange,Water,252,196,4,0,4,52,Adamant,Glaive Rush,Icicle Spear,Swords Dance,Protect
421,71,Regulation Set B,Tauros-Paldea-Aqua,Mirror Herb,Intimidate,Steel,116,132,4,0,4,252,Jolly,Raging Bull,Close Combat,Aqua Jet,Protect
422,71,Regulation Set B,Flutter Mane,Booster Energy,Protosynthesis,Fairy,0,0,4,252,0,252,Timid,Dazzling Gleam,Shadow Ball,Taunt,Protect
423,71,Regulation Set B,Skeledirge,Leftovers,Unaware,Grass,220,0,100,4,180,4,Modest,Torch Song,Shadow Ball,Slack Off,Protect
424,71,Regulation Set B,Kingambit,Assault Vest,Defiant,Flying,204,196,4,0,100,4,Adamant,Iron Head,Kowtow Cleave,Sucker Punch,Brick Break
425,71,Regulation Set B,Amoonguss,Covert Cloak,Regenerator,Water,236,0,156,0,116,0,Relaxed,Leaf Storm,Pollen Puff,Rage Powder,Spore
426,72,Regulation Set B,Flutter Mane,Focus Sash,Protosynthesis,Grass,4,0,0,252,0,252,Timid,Moonblast,Perish Song,Protect,Shadow Ball
427,72,Regulation Set B,Arcanine,Safety Goggles,Intimidate,Normal,244,4,28,0,156,76,Careful,Flare Blitz,Snarl,Extreme Speed,Protect
428,72,Regulation Set B,Gothitelle,Sitrus Berry,Shadow Tag,Steel,252,0,172,4,76,4,Calm,Psychic,Fake Out,Protect,Heal Pulse
429,72,Regulation Set B,Amoonguss,Mental Herb,Regenerator,Dark,252,0,100,0,156,0,Calm,Spore,Rage Powder,Protect,Pollen Puff
430,72,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,140,76,4,0,252,36,Adamant,Close Combat,Heavy Slam,Volt Switch,Fake Out
431,72,Regulation Set B,Palafin,Mystic Water,Zero to Hero,Water,236,252,4,0,4,12,Adamant,Wave Crash,Jet Punch,Close Combat,Protect
432,73,Regulation Set B,Baxcalibur,Loaded Dice,Thermal Exchange,Water,252,196,4,0,4,52,Adamant,Glaive Rush,Icicle Spear,Ice Shard,Protect
433,73,Regulation Set B,Volcarona,Rocky Helmet,Flame Body,Water,252,0,212,4,4,36,Timid,Overheat,Struggle Bug,Rage Powder,Tailwind
434,73,Regulation Set B,Meowscarada,Focus Sash,Overgrow,Grass,0,252,0,0,4,252,Adamant,Flower Trick,Knock Off,Sucker Punch,Protect
435,73,Regulation Set B,Mimikyu,Life Orb,Disguise,Fairy,148,252,0,0,0,108,Adamant,Shadow Claw,Play Rough,Shadow Sneak,Protect
436,73,Regulation Set B,Sandy Shocks,Booster Energy,Protosynthesis,Grass,52,0,0,204,0,252,Timid,Thunderbolt,Earth Power,Tera Blast,Protect
437,73,Regulation Set B,Garganacl,Leftovers,Purifying Salt,Poison,252,0,60,0,196,0,Careful,Salt Cure,Recover,Wide Guard,Protect
438,4,Regulation Set B,Grimmsnarl,Light Clay,Prankster,Ghost,252,4,132,0,116,4,Careful,Spirit Break,Light Screen,Reflect,Misty Terrain
439,74,Regulation Set B,Arcanine,Assault Vest,Intimidate,Grass,220,76,12,0,28,172,Adamant,Flare Blitz,Snarl,Extreme Speed,Psychic Fangs
440,74,Regulation Set B,Iron Hands,Sitrus Berry,Quark Drive,Grass,84,76,52,0,252,44,Adamant,Drain Punch,Wild Charge,Swords Dance,Protect
441,74,Regulation Set B,Gastrodon-East,Covert Cloak,Storm Drain,Fire,180,0,116,140,68,4,Modest,Earth Power,Muddy Water,Recover,Protect
442,74,Regulation Set B,Sylveon,Throat Spray,Pixilate,Fire,108,0,140,156,4,100,Modest,Hyper Voice,Tera Blast,Yawn,Protect
443,74,Regulation Set B,Corviknight,Safety Goggles,Mirror Armor,Dragon,252,100,12,0,108,36,Adamant,Iron Head,Brave Bird,Bulk Up,Roost
444,75,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,252,252,0,0,4,0,Adamant,Fake Out,Drain Punch,Wild Charge,Volt Switch
445,75,Regulation Set B,Arcanine,Safety Goggles,Intimidate,Water,252,4,4,0,28,220,Jolly,Flare Blitz,Snarl,Will-O-Wisp,Protect
446,75,Regulation Set B,Iron Bundle,Focus Sash,Quark Drive,Grass,4,0,0,252,0,252,Timid,Hydro Pump,Freeze-Dry,Icy Wind,Protect
447,75,Regulation Set B,Gholdengo,Life Orb,Good as Gold,Steel,252,0,12,52,188,4,Modest,Make It Rain,Shadow Ball,Nasty Plot,Protect
448,75,Regulation Set B,Garganacl,Leftovers,Purifying Salt,Ghost,252,0,60,0,196,0,Careful,Salt Cure,Recover,Wide Guard,Protect
449,75,Regulation Set B,Amoonguss,Sitrus Berry,Regenerator,Water,252,0,156,0,100,0,Bold,Clear Smog,Pollen Puff,Rage Powder,Spore
450,78,Regulation Set B,Amoonguss,Sitrus Berry,Regenerator,Water,244,0,108,0,156,0,Sassy,Leaf Storm,Spore,Rage Powder,Protect
451,78,Regulation Set B,Great Tusk,Life Orb,Protosynthesis,Ground,0,252,0,0,4,252,Adamant,Headlong Rush,Close Combat,Earthquake,Protect
452,78,Regulation Set B,Flutter Mane,Choice Specs,Protosynthesis,Steel,252,0,44,132,12,68,Timid,Shadow Ball,Moonblast,Dazzling Gleam,Thunderbolt
453,78,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Ice,4,0,0,252,0,252,Timid,Freeze-Dry,Hydro Pump,Icy Wind,Protect
454,78,Regulation Set B,Tyranitar,Assault Vest,Sand Stream,Flying,124,204,4,0,4,172,Adamant,Rock Slide,Crunch,Low Kick,Tera Blast
455,78,Regulation Set B,Talonflame,Covert Cloak,Gale Wings,Grass,172,116,4,0,4,212,Jolly,Brave Bird,Will-O-Wisp,Taunt,Tailwind
456,79,Regulation Set B,Palafin,Mystic Water,Zero to Hero,Water,236,252,4,0,4,12,Adamant,Jet Punch,Wave Crash,Haze,Protect
457,79,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,108,76,12,0,252,60,Adamant,Close Combat,Wild Charge,Volt Switch,Fake Out
458,79,Regulation Set B,Amoonguss,Sitrus Berry,Regenerator,Dark,244,0,172,0,92,0,Sassy,Spore,Rage Powder,Pollen Puff,Protect
459,79,Regulation Set B,Dragonite,Lum Berry,Multiscale,Flying,164,252,12,0,4,76,Adamant,Extreme Speed,Tera Blast,Ice Spinner,Protect
460,79,Regulation Set B,Flutter Mane,Focus Sash,Protosynthesis,Fairy,4,0,0,252,0,252,Modest,Moonblast,Shadow Ball,Dazzling Gleam,Protect
461,79,Regulation Set B,Ceruledge,Clear Amulet,Flash Fire,Steel,196,36,12,0,236,28,Adamant,Bitter Blade,Shadow Sneak,Bulk Up,Protect
462,80,Regulation Set B,Amoonguss,Sitrus Berry,Regenerator,Water,228,0,156,0,124,0,Relaxed,Clear Smog,Pollen Puff,Rage Powder,Spore
463,80,Regulation Set B,Armarouge,Covert Cloak,Flash Fire,Grass,244,0,0,132,132,0,Modest,Armor Cannon,Psychic,Energy Ball,Trick Room
464,80,Regulation Set B,Gyarados,Lum Berry,Intimidate,Flying,36,252,4,0,12,204,Jolly,Waterfall,Tera Blast,Dragon Dance,Protect
465,80,Regulation Set B,Hydreigon,Choice Specs,Levitate,Ghost,60,0,12,196,4,236,Modest,Draco Meteor,Dark Pulse,Snarl,Earth Power
466,80,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,52,156,4,0,252,44,Adamant,Wild Charge,Close Combat,Volt Switch,Fake Out
467,80,Regulation Set B,Iron Treads,Booster Energy,Quark Drive,Steel,28,244,4,0,4,228,Jolly,Bulldoze,Earthquake,Rock Tomb,Iron Head
468,81,Regulation Set B,Iron Hands,Clear Amulet,Quark Drive,Steel,4,252,0,0,252,0,Adamant,Close Combat,Wild Charge,Fake Out,Swords Dance
469,81,Regulation Set B,Hatterene,Covert Cloak,Magic Bounce,Fairy,212,0,68,196,28,0,Quiet,Psychic,Dazzling Gleam,Mystical Fire,Trick Room
470,81,Regulation Set B,Torkoal,Charcoal,Drought,Grass,252,0,0,252,4,0,Quiet,Eruption,Earth Power,Clear Smog,Heat Wave
471,81,Regulation Set B,Flutter Mane,Focus Sash,Protosynthesis,Water,156,0,0,252,100,0,Modest,Moonblast,Shadow Ball,Trick Room,Protect
472,81,Regulation Set B,Arcanine,Assault Vest,Intimidate,Dark,76,188,4,0,60,172,Jolly,Flare Blitz,Snarl,Extreme Speed,Crunch
473,81,Regulation Set B,Bombirdier,Room Service,Rocky Payload,Rock,252,252,4,0,0,0,Brave,Acrobatics,Knock Off,Rock Slide,Sucker Punch
474,82,Regulation Set B,Indeedee-F,Safety Goggles,Psychic Surge,Fairy,252,0,252,0,4,0,Calm,Follow Me,Psychic,Heal Pulse,Trick Room
475,82,Regulation Set B,Armarouge,Life Orb,Flash Fire,Grass,228,0,4,244,28,4,Modest,Expanding Force,Armor Cannon,Protect,Trick Room
476,82,Regulation Set B,Maushold-Four,Wide Lens,Friend Guard,Ghost,252,0,140,0,116,0,Careful,Follow Me,Population Bomb,Taunt,Protect
477,82,Regulation Set B,Brute Bonnet,Sitrus Berry,Protosynthesis,Water,220,252,4,0,4,28,Adamant,Spore,Rage Powder,Seed Bomb,Crunch
478,82,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,4,252,0,0,252,0,Brave,Wild Charge,Close Combat,Volt Switch,Fake Out
479,82,Regulation Set B,Baxcalibur,Loaded Dice,Thermal Exchange,Water,228,204,4,0,4,68,Adamant,Icicle Spear,Aqua Tail,Swords Dance,Protect
480,83,Regulation Set B,Kingambit,Assault Vest,Defiant,Fire,236,252,4,0,4,12,Adamant,Kowtow Cleave,Iron Head,Sucker Punch,Brick Break
481,83,Regulation Set B,Sylveon,Throat Spray,Pixilate,Water,172,0,20,236,0,76,Modest,Hyper Voice,Tera Blast,Substitute,Protect
482,83,Regulation Set B,Roaring Moon,Booster Energy,Protosynthesis,Flying,108,180,0,0,0,220,Jolly,Throat Chop,Acrobatics,Tailwind,Protect
483,83,Regulation Set B,Maushold-Four,Sitrus Berry,Friend Guard,Ghost,244,0,0,0,68,196,Careful,Super Fang,Follow Me,Taunt,Protect
484,83,Regulation Set B,Arcanine,Safety Goggles,Intimidate,Dark,244,28,12,0,28,196,Jolly,Flare Blitz,Snarl,Will-O-Wisp,Protect
485,83,Regulation Set B,Sandy Shocks,Life Orb,Protosynthesis,Bug,68,0,36,244,4,156,Timid,Earth Power,Thunderbolt,Tera Blast,Protect
486,87,Regulation Set B,Palafin,Safety Goggles,Zero to Hero,Water,204,252,4,0,4,44,Adamant,Wave Crash,Jet Punch,Haze,Protect
487,87,Regulation Set B,Gholdengo,Life Orb,Good as Gold,Steel,164,0,4,76,12,252,Timid,Make It Rain,Shadow Ball,Nasty Plot,Protect
488,87,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,140,76,4,0,244,44,Adamant,Fake Out,Drain Punch,Wild Charge,Volt Switch
489,87,Regulation Set B,Amoonguss,Sitrus Berry,Regenerator,Dark,244,0,108,0,156,0,Calm,Pollen Puff,Rage Powder,Spore,Protect
490,87,Regulation Set B,Dragonite,Lum Berry,Multiscale,Flying,180,252,4,0,12,60,Adamant,Extreme Speed,Tera Blast,Ice Spinner,Protect
491,87,Regulation Set B,Pelipper,Focus Sash,Drizzle,Flying,4,0,0,252,0,252,Modest,Hydro Pump,Hurricane,Tailwind,Protect
492,88,Regulation Set B,Gholdengo,Covert Cloak,Good as Gold,Water,164,0,4,28,60,252,Timid,Protect,Nasty Plot,Make It Rain,Shadow Ball
493,88,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Ghost,4,0,0,252,0,252,Timid,Protect,Hydro Pump,Freeze-Dry,Icy Wind
494,88,Regulation Set B,Mimikyu,Life Orb,Disguise,Ghost,68,252,0,0,0,188,Adamant,Protect,Shadow Claw,Shadow Sneak,Play Rough
495,88,Regulation Set B,Tauros-Paldea-Blaze,Mirror Herb,Intimidate,Water,244,76,4,0,4,180,Jolly,Protect,Close Combat,Flare Blitz,Will-O-Wisp
496,88,Regulation Set B,Maushold,Safety Goggles,Friend Guard,Ghost,252,4,4,0,140,108,Jolly,Protect,Follow Me,Baby-Doll Eyes,Super Fang
497,88,Regulation Set B,Dragonite,Assault Vest,Inner Focus,Flying,228,252,0,0,0,28,Adamant,Extreme Speed,Tera Blast,Ice Spinner,Low Kick
498,80,Regulation Set B,Dondozo,Chesto Berry,Unaware,Steel,4,124,4,0,140,236,Adamant,Protect,Wave Crash,Earthquake,Rest
499,90,Regulation Set B,Tatsugiri-Stretchy,Choice Scarf,Commander,Water,4,0,0,252,0,252,Timid,Muddy Water,Icy Wind,Sleep Talk,Draco Meteor
500,90,Regulation Set B,Dragonite,Assault Vest,Multiscale,Flying,196,236,4,0,4,68,Adamant,Tera Blast,Outrage,Ice Spinner,Extreme Speed
501,90,Regulation Set B,Arcanine,Safety Goggles,Intimidate,Normal,252,252,4,0,0,0,Adamant,Flare Blitz,Extreme Speed,Close Combat,Protect
502,90,Regulation Set B,Iron Moth,Booster Energy,Quark Drive,Ghost,252,0,44,4,60,148,Timid,Toxic Spikes,Acid Spray,Overheat,Protect
503,90,Regulation Set B,Flutter Mane,Life Orb,Protosynthesis,Water,228,0,108,116,4,52,Modest,Taunt,Moonblast,Shadow Ball,Protect
504,91,Regulation Set B,Arcanine,Air Balloon,Intimidate,Grass,252,44,52,0,156,4,Careful,Flare Blitz,Extreme Speed,Will-O-Wisp,Protect
505,91,Regulation Set B,Bellibolt,Assault Vest,Electromorphosis,Water,236,4,100,132,36,0,Quiet,Parabolic Charge,Muddy Water,Thunderbolt,Sucker Punch
506,91,Regulation Set B,Flutter Mane,Choice Specs,Protosynthesis,Fairy,4,0,156,92,4,252,Timid,Dazzling Gleam,Power Gem,Moonblast,Shadow Ball
507,91,Regulation Set B,Torkoal,Sitrus Berry,Drought,Flying,252,0,0,4,252,0,Calm,Overheat,Yawn,Helping Hand,Clear Smog
508,91,Regulation Set B,Roaring Moon,Clear Amulet,Protosynthesis,Fire,4,172,124,0,4,204,Jolly,Tera Blast,Breaking Swipe,Throat Chop,Protect
509,91,Regulation Set B,Great Tusk,Focus Sash,Protosynthesis,Grass,4,252,0,0,0,252,Jolly,Headlong Rush,Close Combat,Stone Edge,Taunt
510,93,Regulation Set B,Arcanine,Passho Berry,Intimidate,Grass,244,4,4,0,36,220,Jolly,Flare Blitz,Snarl,Will-O-Wisp,Protect
511,93,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,0,252,0,0,252,4,Adamant,Fake Out,Drain Punch,Wild Charge,Volt Switch
512,93,Regulation Set B,Gholdengo,Life Orb,Good as Gold,Water,4,0,0,252,0,252,Timid,Make It Rain,Shadow Ball,Nasty Plot,Protect
513,93,Regulation Set B,Iron Bundle,Focus Sash,Quark Drive,Ghost,4,0,0,252,0,252,Timid,Freeze-Dry,Hydro Pump,Encore,Protect
514,93,Regulation Set B,Roaring Moon,Booster Energy,Protosynthesis,Flying,28,220,4,0,4,252,Jolly,Acrobatics,Throat Chop,Tailwind,Protect
515,93,Regulation Set B,Amoonguss,Covert Cloak,Regenerator,Water,252,0,156,0,100,0,Relaxed,Spore,Rage Powder,Pollen Puff,Protect
516,94,Regulation Set B,Dondozo,Leftovers,Unaware,Steel,4,252,4,0,68,180,Adamant,Wave Crash,Earthquake,Substitute,Protect
517,94,Regulation Set B,Tatsugiri,Choice Scarf,Commander,Water,4,0,0,252,0,252,Timid,Draco Meteor,Muddy Water,Icy Wind,Sleep Talk
518,94,Regulation Set B,Flutter Mane,Focus Sash,Protosynthesis,Fairy,4,0,0,252,0,252,Timid,Moonblast,Shadow Ball,Protect,Dazzling Gleam
519,94,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Water,4,0,0,252,0,252,Timid,Hydro Pump,Freeze-Dry,Encore,Protect
520,94,Regulation Set B,Arcanine,Sitrus Berry,Intimidate,Grass,52,252,4,0,4,196,Jolly,Flare Blitz,Protect,Will-O-Wisp,Extreme Speed
521,94,Regulation Set B,Tyranitar,Assault Vest,Sand Stream,Grass,252,252,4,0,0,0,Adamant,Rock Slide,Crunch,Heavy Slam,Stomping Tantrum
522,95,Regulation Set B,Talonflame,Covert Cloak,Gale Wings,Ghost,132,76,44,0,4,252,Jolly,Brave Bird,Will-O-Wisp,Taunt,Tailwind
523,95,Regulation Set B,Gholdengo,Choice Specs,Good as Gold,Steel,244,0,76,140,28,20,Modest,Make It Rain,Shadow Ball,Thunderbolt,Power Gem
524,95,Regulation Set B,Tatsugiri,Choice Scarf,Commander,Water,20,0,60,172,4,252,Timid,Muddy Water,Draco Meteor,Icy Wind,Sleep Talk
525,95,Regulation Set B,Dondozo,Leftovers,Unaware,Steel,0,60,0,0,244,204,Adamant,Earthquake,Order Up,Substitute,Protect
526,95,Regulation Set B,Arcanine,Safety Goggles,Intimidate,Dark,244,36,4,0,4,220,Jolly,Flare Blitz,Will-O-Wisp,Snarl,Protect
527,95,Regulation Set B,Pawmot,Focus Sash,Natural Cure,Electric,4,252,0,0,0,252,Jolly,Double Shock,Close Combat,Revival Blessing,Fake Out
528,96,Regulation Set B,Grimmsnarl,Light Clay,Prankster,Ghost,252,4,132,0,116,4,Careful,Spirit Break,Light Screen,Reflect,Misty Terrain
529,96,Regulation Set B,Arcanine,Assault Vest,Intimidate,Fire,220,156,12,0,28,92,Adamant,Flare Blitz,Snarl,Extreme Speed,Psychic Fangs
530,96,Regulation Set B,Iron Hands,Sitrus Berry,Quark Drive,Grass,84,140,20,0,220,44,Adamant,Drain Punch,Wild Charge,Swords Dance,Protect
531,96,Regulation Set B,Gastrodon,Covert Cloak,Storm Drain,Fire,180,0,116,140,68,4,Quiet,Earth Power,Muddy Water,Recover,Protect
532,96,Regulation Set B,Flutter Mane,Booster Energy,Protosynthesis,Rock,236,0,116,60,44,52,Modest,Protect,Moonblast,Shadow Ball,Power Gem
533,96,Regulation Set B,Talonflame,Sharp Beak,Gale Wings,Ghost,4,196,4,0,0,252,Jolly,Brave Bird,Tailwind,Taunt,Will-O-Wisp
534,97,Regulation Set B,Gholdengo,Choice Specs,Good as Gold,Steel,244,0,180,52,28,4,Modest,Power Gem,Thunderbolt,Shadow Ball,Make It Rain
535,97,Regulation Set B,Meowscarada,Focus Sash,Overgrow,Grass,0,252,4,0,0,252,Adamant,Flower Trick,Protect,Knock Off,Sucker Punch
536,97,Regulation Set B,Ceruledge,Assault Vest,Flash Fire,Grass,252,244,4,0,4,4,Adamant,Bitter Blade,Shadow Sneak,Tera Blast,Clear Smog
537,97,Regulation Set B,Dragapult,Life Orb,Clear Body,Dragon,36,252,4,0,4,212,Jolly,Phantom Force,Protect,Will-O-Wisp,Dragon Dance
538,97,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Ghost,0,0,4,252,0,252,Timid,Freeze-Dry,Chilling Water,Protect,Icy Wind
539,97,Regulation Set B,Grimmsnarl,Light Clay,Prankster,Ghost,244,4,84,0,116,60,Careful,Reflect,Light Screen,Spirit Break,Fake Out
540,98,Regulation Set B,Dondozo,Leftovers,Unaware,Steel,4,172,4,0,100,228,Adamant,Earthquake,Substitute,Order Up,Protect
541,98,Regulation Set B,Tatsugiri,Focus Sash,Commander,Dragon,4,0,0,252,0,252,Modest,Draco Meteor,Muddy Water,Protect,Taunt
